"Hugo_Symbol","Low","High","pval","or","ci.up","ci.low","adjPval"
"TET3",7,5,0.684272652909078,1.90480531734853,13.3215198006779,0.297648681254422,1
"ZBTB20",7,5,0.684272652909078,1.90480531734853,13.3215198006779,0.297648681254422,1
"ABCA1",3,3,1,1,9.63628317873719,0.103774451357608,1
"ABCA3",3,3,1,1,9.63628317873719,0.103774451357608,1
"ACACA",3,3,1,1,9.63628317873719,0.103774451357608,1
"AGBL5",3,3,1,1,9.63628317873719,0.103774451357608,1
"ANKHD1-EIF4EBP3",3,3,1,1,9.63628317873719,0.103774451357608,1
"ARAP1",3,3,1,1,9.63628317873719,0.103774451357608,1
"ASAP2",3,3,1,1,9.63628317873719,0.103774451357608,1
"ASXL2",3,3,1,1,9.63628317873719,0.103774451357608,1
"ATG2B",3,3,1,1,9.63628317873719,0.103774451357608,1
"ATP2A1",3,3,1,1,9.63628317873719,0.103774451357608,1
"BDP1",3,3,1,1,9.63628317873719,0.103774451357608,1
"BRCA2",3,3,1,1,9.63628317873719,0.103774451357608,1
"CACNA1F",3,3,1,1,9.63628317873719,0.103774451357608,1
"CACNA2D2",3,3,1,1,9.63628317873719,0.103774451357608,1
"CARMIL2",3,3,1,1,9.63628317873719,0.103774451357608,1
"CDC42BPB",3,3,1,1,9.63628317873719,0.103774451357608,1
"CDH6",3,3,1,1,9.63628317873719,0.103774451357608,1
"CELSR3",3,3,1,1,9.63628317873719,0.103774451357608,1
"CEP162",3,3,1,1,9.63628317873719,0.103774451357608,1
"CPAMD8",3,3,1,1,9.63628317873719,0.103774451357608,1
"DACH2",3,3,1,1,9.63628317873719,0.103774451357608,1
